Matthew1:1 アブラハムの子であるダビデの子、イエス・キリストの系図。 
Mark12:14 彼らはきてイエスに言った、「先生、わたしたちはあなたが真実なかたで、だれをも、はばかられないことを知っています。あなたは人に分け隔てをなさらないで、真理に基いて神の道を教えてくださいます。ところで、カイザルに税金を納めてよいでしょうか、いけないでしょうか。納めるべきでしょうか、納めてはならないのでしょうか」。 
Mark12:15 イエスは彼らの偽善を見抜いて言われた、「なぜわたしをためそうとするのか。デナリを持ってきて見せなさい」。 
Mark12:16 彼らはそれを持ってきた。そこでイエスは言われた、「これは、だれの肖像、だれの記号か」。彼らは「カイザルのです」と答えた。 
Mark12:17 するとイエスは言われた、「カイザルのものはカイザルに、神のものは神に返しなさい」。彼らはイエスに驚嘆した。 
Mark12:18 復活ということはないと主張していたサドカイ人たちが、イエスのもとにきて質問した、 
Mark12:19 「先生、モーセは、わたしたちのためにこう書いています、『もし、ある人の兄が死んで、その残された妻に、子がない場合には、弟はこの女をめとって、兄のために子をもうけねばならない』。 
Mark12:20 ここに、七人の兄弟がいました。長男は妻をめとりましたが、子がなくて死に、 
Mark12:21 次男がその女をめとって、また子をもうけずに死に、三男も同様でした。 
Mark12:22 こうして、七人ともみな子孫を残しませんでした。最後にその女も死にました。 
Mark12:23 復活のとき、彼らが皆よみがえった場合、この女はだれの妻なのでしょうか。七人とも彼女を妻にしたのですが」。 
Mark12:24 イエスは言われた、「あなたがたがそんな思い違いをしているのは、聖書も神の力も知らないからではないか。 
Mark12:25 彼らが死人の中からよみがえるときには、めとったり、とついだりすることはない。彼らは天にいる御使のようなものである。 
Mark12:26 死人がよみがえることについては、モーセの書の柴の篇で、神がモーセに仰せられた言葉を読んだことがないのか。『わたしはアブラハムの神、イサクの神、ヤコブの神である』とあるではないか。 
Mark12:27 神は死んだ者の神ではなく、生きている者の神である。あなたがたは非常な思い違いをしている」。 
Mark12:28 ひとりの律法学者がきて、彼らが互に論じ合っているのを聞き、またイエスが巧みに答えられたのを認めて、イエスに質問した、「すべてのいましめの中で、どれが第一のものですか」。 
Mark12:29 イエスは答えられた、「第一のいましめはこれである、『イスラエルよ、聞け。主なるわたしたちの神は、ただひとりの主である。 
Mark12:30 心をつくし、精神をつくし、思いをつくし、力をつくして、主なるあなたの神を愛せよ』。 
Mark12:31 第二はこれである、『自分を愛するようにあなたの隣り人を愛せよ』。これより大事ないましめは、ほかにない」。 
Mark12:32 そこで、この律法学者はイエスに言った、「先生、仰せのとおりです、『神はひとりであって、そのほかに神はない』と言われたのは、ほんとうです。 
Mark12:33 また『心をつくし、知恵をつくし、力をつくして神を愛し、また自分を愛するように隣り人を愛する』ということは、すべての燔祭や犠牲よりも、はるかに大事なことです」。 
Mark12:34 イエスは、彼が適切な答をしたのを見て言われた、「あなたは神の国から遠くない」。それから後は、イエスにあえて問う者はなかった。 
Mark12:35 イエスが宮で教えておられたとき、こう言われた、「律法学者たちは、どうしてキリストをダビデの子だと言うのか。 
Mark12:36 ダビデ自身が聖霊に感じて言った、『主はわが主に仰せになった、あなたの敵をあなたの足もとに置くときまでは、わたしの右に座していなさい』。 
Mark12:37 このように、ダビデ自身がキリストを主と呼んでいる。それなら、どうしてキリストはダビデの子であろうか」。大ぜいの群衆は、喜んでイエスに耳を傾けていた。 
Mark12:38 イエスはその教の中で言われた、「律法学者に気をつけなさい。彼らは長い衣を着て歩くことや、広場であいさつされることや、 
Mark12:39 また会堂の上席、宴会の上座を好んでいる。 
Mark12:40 また、やもめたちの家を食い倒し、見えのために長い祈をする。彼らはもっときびしいさばきを受けるであろう」。 
Mark12:41 イエスは、さいせん箱にむかってすわり、群衆がその箱に金を投げ入れる様子を見ておられた。多くの金持は、たくさんの金を投げ入れていた。 
Mark12:42 ところが、ひとりの貧しいやもめがきて、レプタ二つを入れた。それは一コドラントに当る。 
